PLAYER;TEAM;DIV;POS;BORN;GP;MP;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;PER
Colin Hartig;Niners Chemnitz Academy;A;Wing;2005;2;30.3;102.4;127.1;-24.7;-4.3;0.3;-4.0;-0.2;0.0;-0.1;-0.1;-0.12;7.2
Alfred Milatz;Niners Chemnitz Academy;A;Wing;2006;2;50.4;113.8;132.1;-18.3;-3.0;0.2;-2.9;0.0;0.1;-0.2;-0.2;-0.13;7.1
Jakub Klobusiak;Niners Chemnitz Academy;A;Forward;2005;2;46.3;81.4;126.5;-45.1;-4.7;-0.1;-4.8;-1.0;0.0;-0.2;-0.2;-0.18;6.8
Stanislav Hinkov;Porsche BBA Ludwigsburg;A;Wing;2006;3;64.2;79.0;101.5;-22.5;-2.6;-0.2;-2.8;0.0;-0.1;0.0;0.0;-0.02;6.8
Leonard Dertmann;UBC Münster;A;Big;2007;3;27.5;57.7;93.8;-36.1;-4.4;0.0;-4.5;-0.4;-0.1;0.0;0.0;-0.06;6.6
Elias Nold;Baskets Juniors Oldenburg;A;Point;2005;7;58.4;75.9;101.8;-26.0;-3.0;0.7;-2.3;0.6;-0.1;0.0;0.0;-0.02;6.5
Niels Dübener;Bayer Giants Leverkusen;A;Wing;2005;3;38.1;66.7;87.3;-20.7;-2.8;-0.2;-3.0;0.2;-0.1;0.1;0.0;0.01;6.1
Daniel Riedrich;KICKZ IBAM;A;Forward;2005;4;62.9;75.1;110.3;-35.2;-2.9;0.0;-2.9;0.0;-0.1;0.0;-0.1;-0.07;5.8
Noah-Oliver Okah;Bayer Giants Leverkusen;A;Combo;2005;6;108.6;74.1;90.0;-15.9;-2.1;1.0;-1.0;1.0;-0.2;0.2;0.1;0.03;5.8
Niklas Müller;Tornados Franken;A;Wing;2006;3;79.6;74.2;100.5;-26.3;-2.7;-0.5;-3.2;-0.5;-0.1;0.0;-0.1;-0.05;5.7
Paul Levi Urban;Berlin Braves Baskets;A;Wing;2005;3;61.2;81.4;107.5;-26.1;-3.1;0.6;-2.5;0.2;0.0;0.0;-0.1;-0.04;5.3
Caspar Chima Okoro;KICKZ IBAM;A;Forward;2006;4;68.6;79.1;111.7;-32.6;-3.4;0.5;-3.0;-0.1;-0.1;0.0;-0.1;-0.07;5.2
Gunnar Wanninger;KICKZ IBAM;A;Forward;2006;3;18.4;81.3;118.2;-36.9;-4.8;-0.4;-5.2;-0.6;0.0;0.0;-0.1;-0.12;4.8
Finn Schwaiger;Medipolis SC Jena;A;Point;2005;3;68.6;76.0;114.8;-38.8;-3.2;-1.1;-4.3;-1.0;-0.2;-0.1;-0.3;-0.15;4.6
Raul Dumnici;Tornados Franken;A;Combo;2007;3;57.1;58.9;98.4;-39.5;-4.6;-0.8;-5.3;-1.4;-0.3;0.0;-0.3;-0.19;3.9
Timon Hoffmann;Baskets Paderborn;A;Forward;2006;3;38.2;69.1;94.2;-25.0;-4.5;-0.7;-5.3;-1.0;-0.1;0.0;0.0;-0.04;3.4
Darijo Kopilovic;Berlin Braves Baskets;A;Combo;2007;3;43.1;55.7;103.6;-47.9;-4.0;0.5;-3.4;-0.1;-0.1;0.0;-0.1;-0.12;3.4
Jamie Camron Edoka;Eintracht Frankfurt;A;Point;2008;1;24.8;65.4;118.8;-53.4;-4.5;0.1;-4.4;-0.4;-0.1;0.0;-0.1;-0.16;3.3
Alen Blakaj;Young Rasta Dragons;A;Wing;2007;4;44.0;70.1;93.5;-23.3;-3.6;-0.5;-4.2;-0.5;-0.1;0.1;0.0;-0.02;1.9
Leo Kirchhoff;UBC Münster;A;Point;2007;3;19.1;47.4;91.5;-44.1;-4.6;0.2;-4.5;-0.2;-0.1;0.0;-0.1;-0.20;1.4
Mats Niggemann;UBC Münster;A;Combo;2005;3;64.1;47.7;89.5;-41.9;-5.1;-0.3;-5.4;-1.6;-0.5;0.1;-0.4;-0.25;1.3
Enes Redzepovic;Sartorius Juniors;A;Big;2005;1;5.6;34.5;87.1;-52.5;-4.4;-0.1;-4.5;0.0;0.0;0.0;0.0;-0.04;0.5
Callum Macaulay;Team Urspring;A;Combo;2006;4;88.1;63.5;108.2;-44.7;-4.3;-0.2;-4.5;-1.4;-0.3;0.0;-0.3;-0.14;0.3
Djibril Jeremias Claus;Sartorius Juniors;A;Wing;2006;1;0.5;0.0;95.7;-95.7;-4.7;0.0;-4.7;0.0;0.0;0.0;0.0;0.03;0.0
Lukas Schütz;Porsche BBA Ludwigsburg;A;Combo;2007;1;1.8;0.0;80.7;-80.7;-4.6;0.0;-4.6;0.0;0.0;0.0;0.0;0.11;0.0
Lasse Kuprella;Bayer Giants Leverkusen;A;Forward;2007;1;1.4;0.0;122.0;-122.0;-4.6;0.0;-4.6;0.0;0.0;0.0;0.0;-0.08;0.0
Mihailo Drinic;Tornados Franken;A;Combo;2006;1;1.9;0.0;118.4;-118.4;-4.7;0.0;-4.7;0.0;0.0;0.0;0.0;-0.15;0.0
Paul Manuel Raabe;Alba Berlin;A;Wing;2006;5;26.9;70.4;91.0;-20.6;-5.5;-0.3;-5.8;-1.0;-0.1;0.0;0.0;-0.05;-0.5
Erik Niggemann;UBC Münster;A;Point;2007;1;11.1;15.4;91.8;-76.4;-4.6;0.4;-4.2;0.0;-0.1;0.0;-0.1;-0.27;-1.5
Daniel Biel;Medipolis SC Jena;A;Big;2007;3;22.9;39.2;97.3;-58.1;-5.0;0.5;-4.6;-0.4;-0.3;0.0;-0.2;-0.40;-1.9
Namori Omog;Eintracht Frankfurt;A;Wing;2006;2;58.7;55.9;132.6;-76.7;-5.0;-0.9;-5.9;-1.9;-0.3;-0.1;-0.5;-0.32;-2.1
Ben Denkena;Baskets Juniors Oldenburg;A;Point;2005;3;20.4;28.3;92.5;-64.2;-4.1;0.1;-4.0;0.0;-0.1;0.0;-0.1;-0.19;-2.4
Djairo Bernardina;Young Rasta Dragons;A;Wing;2007;7;66.8;65.0;98.0;-33.0;-4.6;-1.4;-5.9;-1.7;-0.2;0.1;-0.1;-0.08;-2.7
Danylo Kolesnichenko;Baskets Paderborn;A;Forward;2007;3;16.6;29.9;83.2;-53.3;-5.1;-0.2;-5.3;-0.6;-0.2;0.0;-0.1;-0.35;-2.8
Alexios Kyriakidis;Medipolis SC Jena;A;Forward;2006;2;6.8;79.1;118.0;-38.9;-5.1;-0.2;-5.3;-0.4;0.0;0.0;0.0;-0.14;-3.2
Miles David De Koning;Sartorius Juniors;A;Point;2005;1;17.6;58.2;128.5;-70.3;-5.0;-0.6;-5.6;-0.9;-0.2;0.0;-0.2;-0.51;-3.5
Leopold Schmidt;Medipolis SC Jena;A;Forward;2007;3;44.7;56.3;109.0;-52.8;-5.1;-0.2;-5.3;-1.2;-0.2;0.0;-0.2;-0.16;-3.7
Dominik Dolic;FC Bayern München;A;Combo;2006;1;15.9;54.7;113.3;-58.7;-4.2;-0.4;-4.6;-0.3;-0.1;0.0;-0.1;-0.26;-3.8
Julian Kirchhoff;Baskets Paderborn;A;Forward;2005;3;16.2;26.4;87.9;-61.5;-4.9;-0.3;-5.2;-0.5;-0.1;0.0;-0.1;-0.23;-4.8
Jonatan Kunze;Niners Chemnitz Academy;A;Forward;2005;2;10.0;0.0;123.5;-123.5;-4.9;0.1;-4.8;-0.3;0.0;0.0;-0.1;-0.24;-5.5
Luca May;Medipolis SC Jena;A;Forward;2006;3;42.7;40.2;113.4;-73.2;-4.6;-0.4;-5.0;-1.0;-0.2;0.0;-0.2;-0.22;-5.6
Lazar Klaric;Baskets Juniors Oldenburg;A;Wing;2006;5;54.5;34.2;87.8;-53.6;-4.5;0.4;-4.1;-0.5;-0.4;0.1;-0.2;-0.17;-6.0
Domenico-Germaine Hansmeier;Baskets Paderborn;A;Combo;2006;3;9.1;0.0;97.3;-97.3;-4.7;-0.2;-4.8;-0.2;0.0;0.0;0.0;-0.13;-6.1
Jan Dübener;Bayer Giants Leverkusen;A;Combo;2007;1;15.0;47.5;109.3;-61.8;-5.0;-0.2;-5.2;-0.6;-0.1;0.0;-0.1;-0.37;-6.6
Finn Paris;Baskets Paderborn;A;Point;2006;3;19.5;39.9;96.8;-56.9;-5.3;-0.6;-5.9;-1.0;-0.1;0.0;-0.1;-0.22;-7.8
Linus Jürgens;Baskets Paderborn;A;Forward;2006;3;14.4;8.2;84.6;-76.4;-4.9;-0.2;-5.0;-0.4;-0.2;0.0;-0.1;-0.38;-7.8
Noah Palumbo;Bayer Giants Leverkusen;A;Combo;2006;2;5.1;0.0;100.3;-100.3;-4.5;-0.1;-4.5;0.0;0.0;0.0;0.0;-0.18;-7.9
Ole Werker;Bayer Giants Leverkusen;A;Forward;2006;3;16.2;0.0;98.1;-98.1;-4.1;-0.2;-4.3;-0.1;-0.1;0.0;-0.1;-0.21;-8.9
Lennart Tröppner;Team Urspring;A;Wing;2007;3;4.8;0.0;116.6;-116.6;-4.6;-0.1;-4.7;-0.1;0.0;0.0;0.0;-0.27;-9.2
Jonas Groß;Young Rasta Dragons;A;Combo;2005;1;10.4;7.0;87.1;-80.1;-4.7;0.3;-4.4;-0.1;-0.1;0.0;-0.1;-0.39;-9.2
Tobias Neubert;Tornados Franken;A;Point;2006;3;19.8;22.1;101.0;-78.9;-5.1;-0.2;-5.3;-0.7;-0.2;0.0;-0.2;-0.33;-10.1
Djordje Klaric;Baskets Juniors Oldenburg;A;Point;2009;1;4.0;0.0;140.6;-140.6;-4.6;-0.1;-4.7;-0.1;0.0;0.0;0.0;-0.44;-11.3
Leonard Kant;Porsche BBA Ludwigsburg;A;Big;2007;1;1.4;0.0;51.2;-51.2;-4.7;-0.1;-4.8;-0.1;0.0;0.0;0.0;-0.22;-14.4
Lennox Groh;UBC Münster;A;Forward;2006;2;5.4;0.0;90.8;-90.8;-4.9;-0.1;-5.0;-0.2;0.0;0.0;0.0;-0.31;-14.6
Laurens Rieping;UBC Münster;A;Combo;2007;1;2.7;0.0;109.7;-109.7;-4.7;-0.1;-4.8;-0.1;0.0;0.0;0.0;-0.40;-14.8
Kaloyan Iskrenov Lozanov;Team Urspring;A;Combo;2007;3;7.8;56.8;109.6;-52.8;-5.4;0.1;-5.3;-0.4;0.0;0.0;0.0;-0.17;-16.1
Mateja Pivnicki;Team Urspring;A;Combo;2007;1;2.3;0.0;114.6;-114.6;-4.7;-0.1;-4.9;-0.1;0.0;0.0;0.0;-0.49;-19.2
Plaza Reino Mateo;Tornados Franken;A;Point;2005;1;1.8;0.0;63.8;-63.8;-4.9;0.2;-4.8;-0.1;-0.1;0.0;0.0;-1.03;-21.4
Noah Liem;UBC Münster;A;Forward;2006;1;2.7;0.0;92.4;-92.4;-4.9;-0.2;-5.0;-0.2;0.0;0.0;0.0;-0.61;-22.2
Roman Geyer;Tornados Franken;A;Combo;2007;1;3.1;0.0;101.8;-101.8;-4.9;-0.1;-5.0;-0.2;0.0;0.0;0.0;-0.47;-24.0
Namik Muratovic;FC Bayern München;A;Big;2008;2;8.3;29.9;88.0;-58.1;-6.0;-0.2;-6.2;-0.9;-0.2;0.0;-0.2;-0.75;-25.5
Julian Haskins;Eintracht Frankfurt;A;Big;2005;2;6.5;0.0;127.8;-127.8;-5.8;0.1;-5.7;-0.6;-0.1;0.0;-0.1;-0.75;-31.3
Harun Fakhro;Berlin Braves Baskets;A;Combo;2007;1;1.7;0.0;122.9;-122.9;-4.9;-0.1;-5.0;-0.1;0.0;0.0;0.0;-1.01;-39.1
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
