PLAYER;TEAM;DIV;POS;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE
Saliou Diouf;Phoenix Hagen;B;Forward;2006;9;16.1;1.8;3.4;0.7;0.7;1.1;2.2;1.7;2.8;3.5;0.1
Cornelius Meinel;Medipolis SC Jena;A;Combo;2006;8;11.3;1.8;1.6;1.0;0.5;0.1;1.8;1.4;2.3;5.4;0.5
Leo Kirchhoff;UBC Münster;A;Point;2007;11;6.7;1.7;1.2;0.5;0.6;0.0;1.7;0.6;1.1;5.8;0.3
Denzel Mota;Bamberg freakcity academy;A;Combo;2007;10;16.7;1.7;1.6;1.6;0.6;0.0;0.5;2.3;3.3;7.4;0.7
Leandro Santuario;Orange Academy;B;Point;2007;6;6.6;1.7;0.2;0.2;0.5;0.0;0.8;0.2;0.7;8.6;0.7
Nikolaos Parasidis;BBA Hagen;B;Point;2006;3;7.5;1.7;0.0;0.3;0.3;0.0;0.3;0.3;0.7;8.8;0.4
Paul Schmidt;Tornados Franken;B;Forward;2006;12;10.2;1.7;1.9;0.5;0.5;0.1;0.7;1.8;1.8;5.4;-0.4
Julian Günther;Bamberg freakcity academy;A;Point;2008;3;9.9;1.7;1.0;2.3;0.7;0.0;1.0;1.7;3.7;15.1;1.5
Timo Wachsmuth;Bamberg freakcity academy;A;Forward;2005;8;8.8;1.6;2.0;0.0;0.0;0.0;0.3;0.5;2.4;11.1;1.5
Leander Nzume;Baskets Juniors Oldenburg;A;Forward;2006;8;8.3;1.6;2.1;0.1;0.8;0.1;0.8;0.9;2.6;11.6;1.8
Tarik Ouro-Djobo;TS Jahn München;B;Big;2007;5;7.2;1.6;2.4;0.2;0.2;0.0;1.4;1.4;1.6;4.0;-0.5
Tim Rothämel;Medipolis SC Jena;A;Point;2006;5;8.3;1.6;1.0;0.8;0.4;0.0;1.4;1.4;1.2;3.7;-0.4
Maximilian Tobias Kokott;RheinStars Köln;B;Point;2005;2;5.5;1.5;0.0;0.0;0.5;0.0;0.5;0.0;1.0;14.8;0.9
Nicolas Deetjen;Team Südhessen;B;Wing;2007;6;14.3;1.5;1.5;0.7;0.5;0.2;1.3;0.8;1.7;3.9;0.4
Till Galler;Team Urspring;A;Combo;2007;8;6.8;1.5;1.1;0.6;0.1;0.0;0.3;0.6;2.3;15.7;1.4
Kilian Dück;FC Bayern München;A;Big;2008;2;7.3;1.5;2.0;0.0;0.0;0.0;0.0;1.0;1.0;4.5;-0.5
Jericho Richter;Eisbären Bremerhaven;A;Combo;2006;8;13.1;1.5;1.5;0.5;0.6;0.0;2.4;0.4;0.6;-1.0;0.1
Berk Haktanir;TS Jahn München;B;Point;2005;2;7.2;1.5;0.0;0.5;1.5;0.0;0.5;0.5;0.5;9.9;0.0
Carl Clemens;ART Giants Düsseldorf;B;Forward;2005;4;3.2;1.5;0.8;0.0;0.3;0.0;0.3;1.8;2.3;29.2;0.3
Dariusz Blank;ROTH Energie BBA GIESSEN 46ers;A;Wing;2006;8;9.0;1.5;0.8;0.4;0.3;0.0;0.5;1.0;1.1;5.7;0.1
Christian Felix Meine;ratiopharm Ulm;B;Forward;2006;4;8.1;1.5;1.3;0.0;0.3;0.0;0.3;0.8;2.3;10.7;1.5
Alexander Lehmann;Baskets Paderborn;A;Forward;2006;9;9.0;1.4;1.6;0.4;0.6;0.0;0.0;1.2;2.7;13.5;1.1
Tidiane Ly;Berlin Braves Baskets;B;Point;2006;7;9.3;1.4;0.4;0.6;1.0;0.0;0.9;0.6;1.9;10.4;1.3
Alfons Milatz;Niners Chemnitz Academy;A;Wing;2007;7;7.0;1.4;0.3;0.1;0.0;0.0;0.3;0.4;0.7;7.7;0.1
Ole Schwering;UBC Münster;A;Combo;2007;5;10.3;1.4;0.8;0.8;0.2;0.0;0.6;0.8;0.6;4.2;-0.3
Noah Kagiso Batsile;Eisbären Bremerhaven;A;Forward;2006;5;7.5;1.4;0.8;0.4;0.0;0.4;0.8;1.2;0.6;2.4;-0.7
Gerry Schuder Minden;BBA Giants Kornwestheim;B;Combo;2007;5;7.5;1.4;0.6;0.4;0.4;0.0;1.4;1.2;-0.8;-8.8;-3.0
Lukas Schütz;Porsche BBA Ludwigsburg;A;Wing;2007;8;8.4;1.4;0.6;0.4;0.1;0.0;0.6;0.6;0.4;2.8;-0.4
Julius Kessler;ART Giants Düsseldorf;B;Forward;2005;8;6.4;1.4;0.6;0.1;0.0;0.3;0.6;0.8;0.6;2.5;-0.4
Fabian Schwarz;VfL Kirchheim Knights;B;Point;2006;8;4.4;1.4;0.1;0.5;0.4;0.0;0.6;0.5;-0.4;2.7;-0.9
Koray Grenz;FC Bayern München;A;Forward;2007;11;16.3;1.4;2.2;0.7;0.4;0.3;1.1;2.1;1.5;0.8;-1.0
Simon Rentz;Metropol Baskets Ruhr;B;Point;2007;3;10.5;1.3;1.3;1.3;0.3;0.0;0.3;1.7;3.0;11.3;0.8
Pedja Labus;Bayer Giants Leverkusen;A;Combo;2005;3;7.7;1.3;1.0;0.3;1.3;0.0;0.3;0.3;2.0;13.5;2.0
Thorge Hunsche;RheinStars Köln;B;Combo;2006;3;6.9;1.3;0.0;0.7;0.3;0.3;1.0;0.7;-0.3;1.8;-1.2
Alexios Kyriakidis;Medipolis SC Jena;A;Forward;2006;6;6.3;1.3;0.5;0.3;0.0;0.0;0.3;0.7;1.2;8.1;0.4
Felix Holzer;KICKZ IBAM;A;Point;2006;3;7.4;1.3;0.7;0.3;0.3;0.0;0.7;0.7;1.3;8.8;0.6
Mats Classen;Phoenix Hagen;B;Forward;2006;7;18.7;1.3;5.0;0.6;0.4;0.1;0.6;2.3;4.6;6.7;1.6
Laurens Rieping;UBC Münster;A;Combo;2007;4;6.1;1.3;0.3;0.3;0.3;0.0;0.5;0.0;-0.3;1.6;-0.4
Leonard Kant;Porsche BBA Ludwigsburg;A;Forward;2007;4;8.1;1.3;2.0;0.3;0.0;0.3;0.5;0.3;1.8;8.0;1.0
Erjon Panxhaj;VfL Kirchheim Knights;B;Forward;2006;8;4.8;1.3;0.5;0.1;0.0;0.0;0.4;0.5;0.9;7.5;0.3
Benedikt Lediger;Würzburg Baskets Akademie;B;Combo;2007;8;9.4;1.3;1.0;0.8;0.3;0.0;1.8;2.6;0.0;-6.4;-2.6
Raphael Wöllenstein;ROTH Energie BBA GIESSEN 46ers;A;Forward;2007;9;8.1;1.2;1.7;0.2;0.8;0.1;0.6;0.9;2.0;11.6;0.6
Lars Kauffmann;Team Südhessen;B;Point;2005;6;4.9;1.2;0.2;0.3;0.2;0.0;0.3;0.2;0.5;7.3;0.4
Piet Jaffke;Metropol Baskets Ruhr;B;Combo;2006;6;12.2;1.2;1.7;1.8;0.0;0.0;2.0;0.8;1.0;-1.8;0.1
Jakob Baur;Team Urspring;A;Combo;2006;6;5.8;1.2;1.0;0.5;0.2;0.0;0.5;1.3;2.0;12.4;0.4
Domenico-Germaine Hansmeier;Baskets Paderborn;A;Combo;2006;9;11.3;1.1;0.3;0.8;0.3;0.0;1.0;0.6;0.7;2.0;0.1
Selman Yoldas;TG Hanau;B;Forward;2006;2;13.6;1.0;3.0;0.0;0.0;0.5;0.5;0.5;2.5;8.6;0.5
Sami Lemjimer;Metropol Baskets Ruhr;B;Point;2006;1;7.4;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;7.6;-1.0
Maceo Gulich;BBA Hagen;B;Combo;2005;2;7.6;1.0;1.0;0.5;0.5;0.0;0.0;0.5;1.5;11.5;0.9
Tobias Kamp;Bayer Giants Leverkusen;A;Forward;2007;2;2.9;1.0;1.5;0.0;0.0;0.0;0.5;0.0;1.5;20.7;1.3
Kilian Walter;Bamberg freakcity academy;A;Point;2007;4;8.6;1.0;0.8;0.5;0.0;0.0;1.3;0.8;-0.5;-5.5;-1.3
Mattia Probst;Team Urspring;A;Combo;2005;1;7.7;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;6.8;-0.5
Maximilian Bartylak;ROTH Energie BBA GIESSEN 46ers;A;Combo;2008;6;6.9;1.0;0.8;0.5;0.0;0.0;0.5;0.5;1.0;4.7;0.3
Thai Bui;Niners Chemnitz Academy;A;Point;2007;2;5.3;1.0;0.0;0.5;0.0;0.0;1.0;1.0;0.0;-4.4;-1.0
Yannick Starck;Dresden Titans;B;Big;2007;2;4.9;1.0;1.5;0.0;0.0;0.0;0.0;0.5;2.5;19.5;2.0
Malik Linne;Berlin Braves Baskets;B;Forward;2007;1;5.9;1.0;2.0;0.0;0.0;0.0;0.0;1.0;-2.0;-9.5;-2.9
Maurice Reiter;Alba Berlin;A;Forward;2006;6;5.3;1.0;0.8;0.2;0.0;0.2;0.7;0.2;0.7;2.4;0.4
Schilo Kabongo;Bayer Giants Leverkusen;A;Combo;2006;2;9.7;1.0;2.0;0.0;1.0;0.0;1.0;2.0;1.0;-1.0;-1.2
Anton Papenbreer;Basketball Löwen Erfurt;B;Forward;2006;4;10.4;1.0;1.3;0.0;0.0;0.0;1.0;0.8;1.0;0.0;0.1
Jarno Wallrafen;UBC Münster;A;Forward;2005;2;4.2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-0.5;-6.3;-0.5
Jeremiah Osei;Phoenix Hagen;B;Combo;2007;2;7.2;1.0;0.5;1.0;0.0;0.0;1.0;0.0;1.0;5.3;0.7
Bonel Mpaka;RheinStars Köln;B;Forward;2005;2;16.0;1.0;4.5;2.5;1.0;1.5;0.0;2.5;10.0;28.7;4.2
Gido Nanninga;Baskets Juniors Oldenburg;A;Forward;2006;6;6.0;1.0;1.7;0.3;0.5;0.0;0.7;1.3;0.3;-2.8;-1.3
Kolja Meier;SG Junior Löwen Braunschweig;B;Forward;2005;10;8.4;0.9;1.5;0.2;0.1;0.0;0.4;1.1;1.5;5.7;-0.1
Kaloyan Iskrenov Lozanov;Team Urspring;A;Combo;2007;9;5.9;0.9;0.9;0.8;0.2;0.0;1.2;1.1;1.0;1.3;-0.3
Meverick Falkenberg;Basketball Löwen Erfurt;B;Forward;2007;7;9.4;0.9;2.0;0.3;0.1;0.0;0.9;0.1;1.4;4.0;0.8
Viktor Vaskovskyi;Team Südhessen;B;Combo;2005;7;5.6;0.9;0.4;0.3;0.1;0.0;1.4;0.3;-1.4;-12.6;-2.3
Lennart Tröppner;Team Urspring;A;Forward;2007;7;6.1;0.9;1.4;0.9;0.1;0.1;0.3;0.4;2.4;17.4;1.6
Gregor Gewinner;Baskets Juniors Oldenburg;A;Point;2007;7;3.3;0.9;1.0;0.6;0.1;0.0;0.3;0.0;1.1;15.8;1.0
Jesse Oduneye;Sartorius Juniors;B;Wing;2005;7;8.5;0.9;2.3;1.0;1.6;0.3;1.4;0.6;4.0;17.9;2.8
Noah Liem;UBC Münster;A;Point;2006;11;5.9;0.8;0.2;0.5;0.5;0.0;1.3;0.7;-0.7;-7.3;-1.4
Justus Knapp;Würzburg Baskets Akademie;B;Wing;2005;5;6.4;0.8;0.6;0.2;0.2;0.0;0.2;0.8;0.6;3.3;-0.2
Barnabas Bode;Eintracht Frankfurt;B;Combo;2005;5;15.1;0.8;2.0;0.2;0.4;0.0;0.8;1.0;1.6;1.3;0.7
Leander Klugmann;Orange Academy;B;Combo;2007;4;9.5;0.8;0.0;0.3;0.0;0.0;1.0;0.5;-0.5;-4.4;-1.3
Dirk Schmidt;Basketball Löwen Erfurt;B;Combo;2006;4;7.3;0.8;1.3;0.0;0.5;0.0;0.5;0.5;1.3;5.8;0.5
Jonatan Kunze;Niners Chemnitz Academy;A;Combo;2005;7;7.0;0.7;0.3;0.1;0.1;0.0;0.3;1.1;0.1;-1.0;-1.1
Malik Karaboue;ART Giants Düsseldorf;B;Forward;2005;3;7.7;0.7;2.0;0.0;0.7;0.0;1.0;1.7;1.7;1.3;-0.2
Timon Gotsis;KICKZ IBAM;A;Point;2007;3;16.2;0.7;1.7;1.7;1.3;0.0;1.0;2.7;2.7;4.4;-0.2
Tim Sauer;Bamberg freakcity academy;A;Forward;2005;3;9.0;0.7;2.0;0.0;0.3;0.0;1.0;2.7;0.7;-5.9;-2.2
Moritz Renner;KICKZ IBAM;A;Combo;2007;3;6.7;0.7;0.7;0.0;0.0;0.0;0.3;1.0;-0.3;-4.7;-1.9
Jamie Alexander Köster;BBA Hagen;B;Forward;2007;3;11.9;0.7;1.3;0.0;0.7;0.3;0.3;0.7;1.7;4.8;0.8
Noah Dapaah;Tornados Franken;B;Combo;2007;5;6.2;0.6;0.6;0.8;0.2;0.2;0.4;1.6;0.4;0.0;-1.4
Kevin Tobias;BBA Giants Kornwestheim;B;Combo;2006;5;6.5;0.6;0.6;0.4;0.6;0.0;0.6;0.8;1.0;5.7;0.1
Niko Kaps;VfL Kirchheim Knights;B;Wing;2006;5;5.9;0.6;1.2;0.2;0.2;0.0;0.6;0.8;-0.2;-7.9;-1.3
Anton Beuermann;ART Giants Düsseldorf;B;Wing;2006;5;6.6;0.6;0.4;0.2;0.2;0.0;0.8;0.6;0.0;-3.0;-0.6
Frederik Selzer;Bayer Giants Leverkusen;A;Forward;2006;7;7.2;0.6;1.3;0.0;0.1;0.1;1.4;1.1;-0.3;-9.9;-2.2
Milan Barukcic;Tornados Franken;B;Forward;2007;2;6.1;0.5;1.5;0.0;0.0;0.0;1.0;0.5;-1.0;-12.4;-1.7
Tim Heineke;USC Heidelberg;B;Combo;2006;4;6.8;0.5;1.0;0.5;0.3;0.0;0.8;0.5;0.0;-2.3;-0.6
Aaron Duparrè;Basketball Löwen Erfurt;B;Wing;2007;2;8.3;0.5;2.5;0.0;0.0;0.0;0.5;0.5;0.5;-2.4;-0.2
Ben Hebling;KICKZ IBAM;A;Combo;2007;4;4.7;0.5;0.8;0.3;0.5;0.0;0.8;0.3;0.3;-0.2;-0.1
Darren Maglocky;Eintracht Frankfurt;B;Wing;2007;5;7.2;0.4;1.6;0.6;0.4;0.0;1.0;1.0;0.8;-2.6;-0.4
Michael Zolotko;Dresden Titans;B;Wing;2007;6;4.9;0.3;0.5;0.0;0.2;0.3;1.3;0.8;-0.7;-16.2;-2.2
Bela Kabalimu;RheinStars Köln;B;Forward;2005;3;8.3;0.3;2.3;1.7;0.0;0.7;0.0;0.7;3.3;16.2;1.8
Lukas Probst;Medipolis SC Jena;A;Big;2006;4;5.4;0.3;1.0;0.0;0.8;0.5;1.0;1.8;0.3;-5.3;-1.6
Niklas Zwanziger;Bamberg freakcity academy;A;Forward;2007;4;7.7;0.3;1.3;0.8;0.0;0.0;0.0;2.0;1.0;-0.4;-1.1
Deniz Tasci;ratiopharm Ulm;B;Forward;2005;4;8.1;0.3;2.5;0.5;0.3;0.0;1.3;2.3;1.3;-1.2;-1.7
Christos Valentin Braun;Würzburg Baskets Akademie;B;Point;2007;9;6.9;0.2;0.7;0.6;0.4;0.0;1.2;0.7;0.0;-5.1;-0.7
Noah-Su Drisch;Metropol Baskets Ruhr;B;Point;2007;3;5.8;0.0;0.0;0.0;0.3;0.0;0.0;1.0;-0.3;-4.3;-1.2
Noah Asamoah;Alba Berlin;A;Point;2006;1;7.4;0.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;-5.8;0.0
Vaclav Nosek;Team Urspring;A;Wing;2008;1;1.8;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.7;-1.3
Lars Schröder;Baskets Juniors Oldenburg;A;Combo;2007;2;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Namik Muratovic;FC Bayern München;A;Forward;2008;3;6.6;0.0;1.3;0.3;0.3;0.0;0.7;1.3;1.0;-1.4;-0.5
Seny Thiaw;Bayer Giants Leverkusen;A;Forward;2006;1;2.3;0.0;2.0;0.0;0.0;0.0;0.0;0.0;-1.0;-18.9;-1.3
Nikola Pecanac;FC Bayern München;A;Wing;2009;1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sheriff-Mustapha Jameh;Eisbären Bremerhaven;A;Point;2006;2;2.6;0.0;0.0;0.0;0.0;0.0;1.0;0.5;-1.0;-28.9;-1.6
Niklas Schulz;Medipolis SC Jena;A;Combo;2005;7;4.5;0.0;0.7;0.6;0.1;0.0;0.1;0.6;0.4;0.8;-0.2
Matthes Weitkamp;Basketball Löwen Erfurt;B;Wing;2006;1;3.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;12.0;0.7
René Uhlmann;Metropol Baskets Ruhr;B;Forward;2005;1;4.1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-4.3;-1.3
Mio Pablo Philipp;HAKRO Merlins Crailsheim;B;Combo;2007;6;14.0;0.0;0.7;0.8;0.3;0.0;1.2;0.7;-0.7;-5.0;-1.6
Maximilian Streich;ART Giants Düsseldorf;B;Combo;2006;2;1.3;0.0;0.0;0.0;0.0;0.0;0.5;0.0;-0.5;-24.2;-0.4
Leon Martinez;KICKZ IBAM;A;Point;2005;2;10.1;0.0;0.5;0.5;0.5;0.0;1.5;2.0;-0.5;-8.3;-2.6
Luca Barthel;Würzburg Baskets Akademie;B;Point;2008;1;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Ole Werker;Bayer Giants Leverkusen;A;Wing;2006;3;7.3;0.0;1.3;0.7;0.0;0.0;0.0;0.3;1.3;4.5;1.1
Robin Kurr;FC Bayern München;A;Point;2007;3;12.3;0.0;0.3;0.3;1.0;0.0;1.7;0.7;-0.7;-5.2;-1.4
Max Kleina;Metropol Baskets Ruhr;B;Wing;2005;1;5.9;0.0;0.0;1.0;0.0;0.0;2.0;2.0;-2.0;-27.9;-3.0
Leon Schneider;Bamberg freakcity academy;A;Forward;2007;2;6.1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;-1.5;-17.3;-2.4
Niklas Patrice Kaintoch;Metropol Baskets Ruhr;B;Combo;2006;1;4.8;0.0;1.0;1.0;0.0;0.0;2.0;3.0;-1.0;-30.8;-2.9
Henning Rosemeyer;Young Rasta Dragons;A;Big;2007;1;7.2;0.0;2.0;1.0;0.0;0.0;1.0;3.0;1.0;-7.6;-2.3
Emanuel Alexander Layes;Orange Academy;B;Wing;2007;5;9.2;0.0;0.6;0.2;0.0;0.0;0.4;1.2;-0.6;-8.1;-2.1
Eric Akem;Phoenix Hagen;B;Wing;2007;2;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Dennis Welther;BBA Giants Kornwestheim;B;Point;2007;3;10.8;0.0;0.3;1.3;0.0;0.0;0.7;0.7;0.0;-3.0;-0.8
Finn Kolschmann;Dresden Titans;B;Wing;2007;2;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.5;-12.3;-1.7
Jan Pötzsch;Team Südhessen;B;Forward;2005;7;6.2;0.0;0.6;0.0;0.3;0.0;0.6;0.7;0.3;-2.7;-0.6
Jonathan Deutsch;Niners Chemnitz Academy;A;Combo;2007;1;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Anton Haverkamp;UBC Münster;A;Big;2006;2;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;11.1;0.7
Kalender Kalender;SG Junior Löwen Braunschweig;B;Point;2007;5;3.0;0.0;0.2;0.2;0.4;0.0;0.6;0.2;0.0;-4.0;-0.2
Aaron Rehberger;Young Rasta Dragons;A;Point;2007;1;7.5;0.0;1.0;0.0;0.0;0.0;2.0;1.0;-1.0;-13.4;-1.7
#8Köln;RheinStars Köln;B;Wing;1900;1;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-20.0;-1.2
Julian Eugene Glenewinkel;FC Bayern München;A;Wing;2007;2;9.6;0.0;1.0;0.0;0.0;0.0;1.5;1.0;-3.0;-20.4;-4.2
Julius Lehmann;Niners Chemnitz Academy;A;Wing;2007;1;15.3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.7;0.0
Hafiz Esad Zor;Orange Academy;B;Forward;2007;5;5.9;0.0;0.4;0.0;0.0;0.0;0.2;0.8;-0.6;-9.1;-1.7
Henri Dinse;TG Hanau;B;Wing;2008;2;12.2;0.0;1.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.2
David Galusic;FC Bayern München;A;Wing;2007;3;3.4;0.0;0.7;0.0;0.0;0.0;0.7;0.3;-1.3;-26.8;-1.9
Christopher Wahren;Niners Chemnitz Academy;A;Forward;2007;5;3.9;0.0;0.6;0.0;0.0;0.2;0.4;0.0;-1.0;-13.6;-1.4
Ehiozogie Idemudia;Eintracht Frankfurt;B;Wing;2007;2;7.1;0.0;0.0;0.0;0.5;0.0;0.0;0.0;-1.5;-8.0;-1.5
Elias Adeola;TS Jahn München;B;Wing;2006;2;4.8;0.0;1.0;1.0;0.0;0.5;1.0;0.5;0.5;-3.9;-0.7
Enrico Wandt;Rostock Seawolves;B;Forward;2006;2;7.3;0.0;1.0;0.5;0.0;0.0;0.0;0.0;0.5;1.7;0.2
Henry Hollander;Eisbären Bremerhaven;A;Point;2005;1;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Elijah Kolbe;USC Heidelberg;B;Big;2005;2;7.1;0.0;2.5;0.0;0.0;0.5;0.0;0.5;2.0;4.6;0.9
Daniel Christian Selck;Hamburg Towers;A;Forward;2007;3;3.8;0.0;0.3;0.0;0.0;0.0;0.0;1.3;-0.3;-13.0;-2.2
#4Bremerhaven;Eisbären Bremerhaven;A;Wing;1900;1;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
#5 Bamberg;Bamberg freakcity academy;A;Combo;1900;1;22.9;0.0;0.0;3.0;0.0;0.0;2.0;2.0;-1.0;-5.3;-2.5
Felix Egger;Bamberg freakcity academy;A;Wing;2008;2;4.3;0.0;0.5;0.5;0.0;0.5;0.5;0.5;1.0;6.1;0.0
Ben Reinhardt;Medipolis SC Jena;A;Point;2007;1;8.6;0.0;1.0;1.0;0.0;0.0;2.0;0.0;-1.0;-10.9;-1.4
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
