PLAYER;TEAM;DIV;POS;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE
Joel Mbappou;Berlin Braves Baskets;B;Big;2005;12;20.0;8.9;5.7;1.8;0.8;1.3;2.1;1.8;11.3;27.5;8.6
Tim Nocke;Baskets Juniors Oldenburg;A;Forward;2005;9;20.6;8.9;6.7;0.3;1.0;0.2;1.9;2.3;8.4;20.5;5.6
Hannes Kreft;HAKRO Merlins Crailsheim;B;Combo;2006;10;30.5;8.8;3.4;1.9;1.1;0.0;3.2;2.0;6.0;9.8;4.4
Isiah Cade;Team Südhessen;B;Combo;2006;10;24.0;8.8;2.3;1.7;1.8;0.0;2.1;2.9;6.4;15.7;3.7
Paul Bahn;Alba Berlin;A;Combo;2006;8;20.7;8.8;2.6;1.9;1.5;0.0;2.3;1.6;6.5;18.7;5.1
Finn Feldheim;TS Jahn München;B;Big;2005;8;22.8;8.8;6.0;0.6;0.9;0.5;2.1;3.3;11.6;23.8;7.5
Jefferson Hey;Basketball Löwen Erfurt;B;Combo;2005;10;24.6;8.7;2.7;2.7;1.3;0.2;3.0;3.0;5.5;10.2;1.9
Neil Schwanenberg;VfL Kirchheim Knights;B;Wing;2006;12;18.4;8.7;2.6;1.2;0.9;0.2;2.5;2.6;6.3;19.3;3.2
Namori Omog;Eintracht Frankfurt;B;Combo;2006;13;22.3;8.6;4.1;3.3;2.0;0.4;2.7;1.7;9.5;23.9;8.1
Nevio Bennefeld;Alba Berlin;A;Forward;2007;13;22.7;8.6;4.4;1.4;1.1;0.9;2.7;2.9;8.0;15.9;4.4
Jordan Müller;ratiopharm Ulm;B;Point;2006;10;22.9;8.6;1.4;4.2;1.8;0.3;2.1;1.8;8.9;22.6;6.2
Tobias Holbach;ratiopharm Ulm;B;Big;2005;10;24.3;8.5;10.4;2.0;1.2;1.9;1.4;2.2;19.4;35.8;13.3
Malte Silbermann;Dresden Titans;B;Point;2006;10;29.5;8.5;4.2;3.8;1.8;0.3;5.9;2.8;5.3;8.4;2.4
Jalen Gabriel Moon;SG Junior Löwen Braunschweig;B;Combo;2006;10;24.3;8.5;1.8;0.9;1.4;0.0;2.4;1.5;5.8;15.2;4.2
Eric-Stephàne Nkouè;HAKRO Merlins Crailsheim;B;Big;2007;2;20.8;8.5;9.0;2.0;1.0;0.5;3.5;2.0;9.0;17.7;9.2
Finn Schwaiger;Medipolis SC Jena;A;Point;2005;14;27.1;8.4;2.4;3.9;1.4;0.0;2.2;1.7;7.1;14.8;4.7
Danis Salkovic;TG Hanau;B;Wing;2005;9;21.5;8.3;2.3;1.2;0.3;0.0;2.1;2.0;4.6;12.2;2.3
Lazar Klaric;Baskets Juniors Oldenburg;A;Forward;2006;10;18.5;8.3;6.8;2.6;1.5;0.3;1.2;4.2;12.5;32.4;7.7
Lenny Dittmar;Basketball Löwen Erfurt;B;Forward;2007;8;27.3;8.3;5.6;2.0;1.3;0.8;2.4;2.4;9.5;15.2;5.3
Dominic Vengert;USC Heidelberg;B;Combo;2006;6;19.2;8.2;2.5;1.5;1.5;0.5;2.8;1.3;6.3;18.4;4.1
Leon Amadou Geißler;Team Urspring;A;Big;2006;13;23.0;8.2;6.4;0.9;0.7;0.6;1.6;2.3;11.4;24.4;7.7
Paul Rüß;Hamburg Towers;A;Point;2008;1;18.4;8.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;21.9;7.8
#10 Giessen;ROTH Energie BBA GIESSEN 46ers;A;Wing;1900;1;18.7;8.0;2.0;2.0;0.0;0.0;7.0;1.0;-2.0;-5.9;-5.1
Finn Drescher;Phoenix Hagen;B;Combo;2007;8;18.6;8.0;1.9;1.0;0.4;0.1;1.9;1.8;3.6;13.6;1.6
#0Giessen;ROTH Energie BBA GIESSEN 46ers;A;Wing;1900;1;16.8;8.0;3.0;1.0;1.0;0.0;1.0;3.0;8.0;23.0;3.2
Guillaume Charles Pietro Schoentgen;ratiopharm Ulm;B;Forward;2006;7;16.9;8.0;3.1;0.9;0.6;0.3;1.4;2.1;6.7;22.3;3.6
Jakub Klobusiak;Niners Chemnitz Academy;A;Forward;2005;13;24.8;7.9;5.2;1.2;0.4;0.2;1.5;2.8;10.7;21.1;6.7
David Sann;ROTH Energie BBA GIESSEN 46ers;A;Combo;2005;11;24.0;7.9;1.1;1.9;0.6;0.0;2.9;2.5;1.6;6.5;-1.1
Lars Danziger;RheinStars Köln;B;Combo;2008;7;19.4;7.7;4.3;2.6;1.3;0.0;2.0;1.1;9.3;25.8;7.9
Johann Helwig;Baskets Juniors Oldenburg;A;Wing;2006;14;26.0;7.7;3.6;1.5;2.2;0.9;1.9;3.1;9.3;19.5;5.4
Daniel Riedrich;KICKZ IBAM;A;Forward;2005;7;18.6;7.7;4.0;0.4;0.7;0.3;1.6;0.7;8.3;25.4;6.4
Leonardo Alfonso Benitez Arocha;Dresden Titans;B;Point;2008;9;17.0;7.7;1.8;2.0;1.0;0.1;2.7;3.2;6.2;19.0;3.6
Phil Härtl;Phoenix Hagen;B;Forward;2007;9;20.8;7.7;4.3;0.7;0.6;0.2;1.9;1.7;7.2;18.7;5.1
Nik Fassnacht;HAKRO Merlins Crailsheim;B;Point;2006;3;28.3;7.7;3.7;3.7;1.7;0.3;5.7;1.7;5.3;8.1;4.0
Daron Khoranian;ART Giants Düsseldorf;B;Combo;2006;9;29.7;7.7;4.0;3.8;0.9;0.2;3.0;2.9;5.7;10.0;2.2
Joscha Zentgraf;Eintracht Frankfurt;B;Forward;2005;9;23.6;7.7;6.3;2.0;1.4;0.0;1.7;2.4;9.7;22.6;6.8
Edin Redzepovic;Sartorius Juniors;B;Combo;2007;10;17.7;7.6;1.9;1.1;1.1;0.2;2.7;1.5;6.2;19.3;4.1
Calin Nita;Bayer Giants Leverkusen;A;Point;2005;5;23.3;7.6;3.4;3.6;1.2;0.2;3.6;1.8;6.0;13.6;4.2
Callum Macaulay;Team Urspring;A;Combo;2006;12;19.4;7.6;1.8;1.3;1.1;0.0;1.8;2.3;7.1;21.4;4.9
Felix Zacharias;Niners Chemnitz Academy;A;Combo;2005;12;21.8;7.6;2.1;1.4;1.3;0.1;2.4;2.1;5.4;16.2;2.9
Maximilian zur Linde;Baskets Paderborn;A;Wing;2006;13;20.5;7.5;2.6;1.2;0.8;0.3;1.2;1.7;6.5;17.3;4.3
Marino Quandt Sorribes;Rostock Seawolves;B;Forward;2006;8;26.5;7.5;6.5;2.1;1.0;0.1;2.0;2.6;11.1;19.3;6.5
Colin Schuler;USC Heidelberg;B;Wing;2005;10;18.2;7.5;1.9;1.0;0.6;0.1;0.7;1.5;6.6;20.8;4.9
Djibril Jeremias Claus;Sartorius Juniors;B;Forward;2006;2;7.5;7.5;1.5;0.0;0.0;0.0;1.0;0.5;6.5;51.1;5.9
Mathéo Hermann;Alba Berlin;A;Wing;2007;9;17.8;7.4;3.6;1.1;0.7;0.2;2.1;1.9;6.2;16.8;4.0
Tobias Neubert;Tornados Franken;B;Point;2006;7;18.4;7.4;1.9;1.9;2.0;0.3;2.3;1.9;7.6;22.4;5.7
Bennett Spree;Baskets Juniors Oldenburg;A;Combo;2006;12;19.1;7.4;1.8;1.2;1.3;0.0;1.7;2.4;6.5;20.2;4.3
Noah Okpara;RheinStars Köln;B;Combo;2005;10;16.2;7.4;1.8;1.6;0.5;0.0;1.5;1.9;6.4;23.1;4.2
Richard Schmitt;Alba Berlin;A;Wing;2007;8;21.1;7.4;3.1;1.6;0.5;0.0;1.9;1.8;7.1;15.3;5.5
Matteo Petters;FC Bayern München;A;Big;2006;11;22.7;7.4;6.0;1.1;1.1;1.1;1.7;2.4;11.7;23.3;7.8
Osaigbovo Idehen Aguebor;Baskets Paderborn;A;Big;2008;3;13.3;7.3;6.3;0.3;0.7;1.0;0.3;2.0;11.7;39.0;5.6
Stefan Radic;TS Jahn München;B;Big;2005;9;22.3;7.3;8.2;0.1;1.0;0.7;1.9;2.3;11.1;21.3;8.9
Jan Trömel;RheinStars Köln;B;Big;2006;10;19.2;7.3;5.7;1.0;0.5;0.7;1.6;3.0;11.1;25.2;6.8
Titus Schuster;BBA Giants Kornwestheim;B;Combo;2005;7;28.1;7.3;3.6;1.9;1.6;0.1;2.4;1.0;3.7;9.6;2.2
Maxim Klanten;Berlin Braves Baskets;B;Forward;2006;13;15.8;7.2;3.6;0.4;0.7;0.2;0.9;2.5;6.9;21.2;4.1
Theo Sigmund;USC Heidelberg;B;Big;2006;10;24.5;7.2;7.8;0.6;1.2;0.4;2.4;2.2;10.4;18.4;6.1
Niels Dübener;Bayer Giants Leverkusen;A;Wing;2005;11;23.7;7.2;4.3;1.9;0.9;0.4;2.6;1.5;9.1;18.2;8.7
Felix Stoll;Orange Academy;B;Forward;2007;7;19.2;7.1;5.0;0.7;0.7;1.0;0.7;2.3;8.9;24.6;5.4
Philipp Roos;KICKZ IBAM;A;Forward;2005;10;20.7;7.1;4.2;0.6;0.5;0.3;1.5;3.1;7.8;19.2;3.4
Marko Petric;Young Rasta Dragons;A;Wing;2008;8;20.2;7.0;1.6;1.3;0.6;0.1;2.5;1.8;3.4;10.3;1.4
Sebastian Ochudlo;Metropol Baskets Ruhr;B;Combo;2006;5;19.6;7.0;1.8;1.6;0.6;0.4;2.2;2.2;5.4;12.8;2.7
Rémi Völkers;Team Bonn/Rhöndorf;B;Point;2008;1;12.8;7.0;1.0;4.0;5.0;0.0;2.0;3.0;13.0;53.9;11.5
Ben Kessler;Team Südhessen;B;Forward;2006;9;18.0;7.0;3.3;0.4;1.6;0.3;0.7;1.9;6.2;19.3;4.4
Elhadj Lamin Gassama;HAKRO Merlins Crailsheim;B;Forward;2005;4;16.7;7.0;4.5;1.0;1.5;0.3;1.5;1.5;9.8;29.6;9.9
Jordan Juel Lockhart;ROTH Energie BBA GIESSEN 46ers;A;Combo;2008;1;24.9;7.0;1.0;0.0;1.0;0.0;0.0;3.0;4.0;11.8;1.4
Ben Groß;TG Hanau;B;Combo;2006;4;21.9;7.0;0.5;1.8;0.3;0.5;1.0;1.0;3.5;12.2;2.1
Karl Johan Vändra;ROTH Energie BBA GIESSEN 46ers;A;Combo;2006;3;21.2;7.0;3.3;0.7;0.7;0.0;2.7;1.3;2.3;7.3;0.7
Armand Junior Deumi Simo;Metropol Baskets Ruhr;B;Wing;2005;6;18.3;7.0;3.3;1.0;1.0;0.2;2.0;3.3;6.3;15.7;2.1
Jeremy Julian Kolev;KICKZ IBAM;A;Forward;2005;14;26.8;6.9;4.4;1.6;1.1;1.0;2.0;2.5;7.6;13.6;3.9
Paul Zaschel;Team Südhessen;B;Forward;2005;10;30.1;6.9;3.6;1.5;1.5;0.7;1.9;3.2;7.2;11.1;3.7
Aron Kretschmann;Rostock Seawolves;B;Wing;2007;9;19.9;6.9;2.0;0.6;0.6;0.1;2.6;2.8;1.8;4.5;-1.0
Moritz Grüß;Young Rasta Dragons;A;Point;2008;8;21.0;6.9;2.0;1.5;1.5;0.0;2.5;1.8;6.0;15.9;3.8
Luis Uhlenbrock;Phoenix Hagen;B;Combo;2005;7;29.1;6.9;2.3;1.6;1.1;0.3;2.4;1.9;6.0;12.2;4.2
Julis Baumer;Porsche BBA Ludwigsburg;A;Combo;2007;13;25.0;6.8;3.5;2.8;1.7;0.7;2.5;2.1;9.6;18.8;6.0
Epke Kruthaup;Young Rasta Dragons;A;Point;2008;10;21.8;6.8;1.3;2.2;1.0;0.0;2.5;2.1;3.5;10.4;1.3
Danylo Kolesnichenko;Baskets Paderborn;A;Point;2007;5;19.5;6.8;2.0;3.6;0.8;0.2;3.8;1.6;7.2;18.0;5.0
Paul Göpffahrt;TS Jahn München;B;Forward;2005;9;18.0;6.8;4.7;1.2;0.4;0.3;1.2;1.9;7.9;22.1;5.9
Raul Dumnici;Tornados Franken;B;Wing;2007;13;19.5;6.8;3.3;1.3;1.0;0.2;1.7;0.6;6.6;18.1;4.9
Till Gerdes;BBA Hagen;B;Big;2005;8;18.3;6.8;4.4;0.1;0.4;0.4;0.9;3.3;9.0;23.7;5.3
Leonard Jan Gausa;Hamburg Towers;A;Forward;2005;13;18.8;6.7;2.4;0.5;0.6;0.2;1.3;1.6;5.0;15.6;3.6
Noah Schirin-Sokhan;ART Giants Düsseldorf;B;Point;2005;9;25.2;6.7;1.7;2.4;0.3;0.0;2.0;3.1;4.2;9.2;0.8
Ognjen Cocic;KICKZ IBAM;A;Wing;2005;12;17.4;6.7;3.4;1.0;0.9;0.3;0.9;1.0;6.4;21.9;4.5
Silver Bieling;KICKZ IBAM;A;Combo;2005;8;12.4;6.6;2.0;1.1;0.9;0.1;1.4;1.3;5.9;28.4;4.5
Radouan Aberkane;Eisbären Bremerhaven;A;Wing;2007;9;23.0;6.6;4.7;2.4;1.4;0.1;4.6;3.3;6.3;9.3;2.0
Kenny Wefing;Team Südhessen;B;Point;2006;10;21.5;6.5;1.4;2.7;1.0;0.0;2.2;2.3;2.1;8.0;-0.4
Sebastian Hubrich;TS Jahn München;B;Combo;2007;2;20.5;6.5;2.0;2.5;0.5;0.0;1.0;1.0;4.5;13.5;5.1
Dre Odeh;Bayer Giants Leverkusen;A;Forward;2005;10;19.3;6.5;5.3;1.2;2.3;0.8;2.1;3.8;6.7;18.4;1.9
Noah Slingerland;Baskets Juniors Oldenburg;A;Wing;2005;14;22.1;6.4;4.9;2.2;1.0;0.2;1.8;3.1;9.6;19.0;6.5
Max Emil Weber;Baskets Paderborn;A;Forward;2006;10;19.2;6.4;2.6;0.4;0.7;0.2;0.7;1.3;5.8;17.5;3.8
Yaro Stahn;Dresden Titans;B;Wing;2006;10;24.7;6.4;2.7;0.6;0.3;0.2;1.4;1.9;3.8;9.6;1.3
Yannis Steger;Bayer Giants Leverkusen;A;Big;2005;14;17.9;6.4;4.5;0.4;1.1;1.4;1.6;2.6;9.6;24.7;6.5
Nikolaos Dellis;ART Giants Düsseldorf;B;Forward;2005;3;21.5;6.3;4.7;1.3;0.3;0.7;2.7;3.3;3.7;6.0;-0.7
Nabil Alsabagh;TG Hanau;B;Wing;2007;6;16.2;6.3;4.0;1.3;0.8;0.0;2.8;0.8;5.2;16.5;4.2
Johannes Hellmann;Young Rasta Dragons;A;Wing;2006;13;15.7;6.3;1.9;0.4;1.1;0.1;0.9;0.8;6.2;24.2;5.3
Justus Frische;TS Jahn München;B;Wing;2006;7;18.8;6.3;2.3;1.9;0.4;0.3;1.7;2.1;3.9;11.1;1.6
Jonas Gröger;Basketball Löwen Erfurt;B;Forward;2005;7;19.2;6.3;5.4;0.4;1.1;0.1;1.1;1.7;7.9;17.2;4.7
Julius Gebauer;Phoenix Hagen;B;Combo;2007;9;14.6;6.2;1.8;1.2;0.3;0.1;1.9;1.3;4.7;18.9;3.2
Max Dick;USC Heidelberg;B;Forward;2005;9;20.9;6.1;4.2;0.6;0.6;0.1;2.2;1.6;4.2;7.9;2.2
Henrik Besch;Berlin Braves Baskets;B;Forward;2005;10;17.8;6.1;3.4;0.6;0.4;0.3;1.0;1.2;5.9;15.8;4.0
Ernst Möller;Basketball Löwen Erfurt;B;Combo;2007;11;19.9;6.1;4.4;2.6;1.3;0.0;2.8;1.0;7.4;14.9;5.4
Philip Schneck;Team Urspring;A;Point;2005;12;22.7;6.1;2.7;3.1;1.8;0.1;2.8;3.1;5.6;12.6;2.3
Kjell Baumann;ratiopharm Ulm;B;Forward;2006;6;17.2;6.0;2.2;0.7;0.8;0.5;0.8;2.2;6.2;18.2;3.0
Mika Ullsperger;Orange Academy;B;Point;2007;5;16.2;6.0;0.8;1.4;1.0;0.2;2.2;1.6;2.2;9.6;0.6
Leonar Fliege;Basketball Löwen Erfurt;B;Forward;2007;10;25.4;6.0;6.5;1.5;1.0;1.9;2.1;2.6;11.4;17.0;5.9
Laurenz Wulf;Hamburg Towers;A;Forward;2005;4;18.6;6.0;3.5;1.0;1.5;0.8;2.5;2.0;7.0;19.6;5.2
Robin Mingaz;BBA Hagen;B;Combo;2005;1;25.6;6.0;8.0;2.0;0.0;0.0;3.0;1.0;3.0;3.3;1.1
Ole Schiffer;RheinStars Köln;B;Combo;2007;4;9.2;6.0;2.0;1.0;0.5;0.0;0.5;0.5;7.5;45.2;6.8
Julius Zacharias;BBA Hagen;B;Wing;2006;7;22.7;6.0;4.0;0.9;0.7;0.0;1.6;2.1;6.6;12.9;5.1
Andreas Basonidis;TS Jahn München;B;Point;2007;4;17.6;6.0;1.0;2.5;1.3;0.0;3.3;1.3;2.3;8.7;1.0
Erwin Ludwig;Dresden Titans;B;Combo;2008;1;7.8;6.0;2.0;0.0;2.0;0.0;1.0;1.0;7.0;47.6;8.9
Jarne Jürgens;Young Rasta Dragons;A;Forward;2005;11;20.6;5.9;3.7;0.6;0.4;1.0;0.6;2.3;7.5;19.3;4.0
Ben Elijah David Williams;TG Hanau;B;Combo;2006;9;19.2;5.9;1.1;1.1;0.7;0.1;1.9;1.7;4.6;13.8;2.7
Dario Pasternakowsky;Dresden Titans;B;Combo;2006;8;15.3;5.9;1.0;0.3;0.1;0.0;0.9;0.8;2.6;12.8;2.1
Denial Ivojevic;BBA Hagen;B;Big;2005;7;19.6;5.9;5.6;0.7;0.6;0.7;1.4;2.9;7.3;19.8;2.7
Alois Mounier;VfL Kirchheim Knights;B;Combo;2005;13;24.4;5.8;2.2;2.2;0.8;0.1;1.2;1.6;5.6;12.8;3.7
Aksel Laso;FC Bayern München;A;Point;2006;10;23.3;5.8;2.0;3.5;1.5;0.0;2.8;1.8;6.3;13.6;4.2
Justus Waller;Hamburg Towers;A;Combo;2005;13;22.8;5.8;2.6;1.3;1.5;0.1;1.5;2.0;4.8;11.5;2.7
John Hubertus Kropp;Berlin Braves Baskets;B;Forward;2005;13;17.0;5.8;5.3;1.5;0.4;0.1;1.5;0.9;8.2;22.3;6.1
Fynn Thure Benzel;Medipolis SC Jena;A;Forward;2005;12;16.5;5.8;4.6;1.4;0.9;0.0;2.2;1.8;7.3;18.4;4.5
Konstantin Matthias Lehmann;RheinStars Köln;B;Wing;2008;7;24.7;5.7;4.1;2.3;1.0;0.0;1.3;1.1;6.9;13.8;5.3
Samuel Kurr;BBA Giants Kornwestheim;B;Point;2006;10;22.1;5.7;2.4;2.7;1.7;0.2;4.1;1.7;5.5;11.8;3.7
Erik Larsen;Sartorius Juniors;B;Combo;2005;10;20.4;5.7;1.2;2.3;0.5;0.0;1.2;2.8;3.7;9.3;0.7
Nicolas Pritz;Team Bonn/Rhöndorf;B;Wing;2006;12;17.6;5.7;2.8;0.7;0.9;0.2;2.0;2.2;4.4;12.2;2.2
Jamie Camron Edoka;Eintracht Frankfurt;B;Combo;2008;9;20.8;5.7;2.8;2.1;1.9;0.4;2.0;2.6;6.0;15.5;3.0
Felix Sinning;TG Hanau;B;Forward;2007;9;22.7;5.7;5.4;1.0;0.8;0.2;1.7;3.3;9.3;17.4;5.0
Simon Zieger;Team Bonn/Rhöndorf;B;Forward;2005;11;18.6;5.6;3.7;0.5;0.3;0.1;1.4;2.5;6.5;15.7;3.6
Paul Levi Urban;Berlin Braves Baskets;B;Wing;2005;11;17.4;5.6;3.4;1.7;1.3;0.3;0.6;1.5;8.4;24.6;6.6
Clemens Sokolov;Tornados Franken;B;Forward;2007;11;22.4;5.6;3.8;0.5;0.6;0.9;1.4;2.1;6.7;13.6;3.3
Alejandro Ruano Garayoa;ART Giants Düsseldorf;B;Wing;2007;5;19.2;5.6;3.0;0.6;1.0;0.0;1.6;3.0;3.8;11.8;-0.3
Martin Geuther;Medipolis SC Jena;A;Point;2005;13;19.9;5.5;2.4;3.3;2.4;0.1;2.1;1.9;7.5;19.0;4.9
Pablo Estelle;Team Urspring;A;Forward;2007;13;19.5;5.5;5.5;1.1;1.1;0.4;1.4;2.7;8.4;19.7;4.6
Jan Züll;Team Bonn/Rhöndorf;B;Point;2006;2;19.1;5.5;2.0;2.5;1.0;0.0;3.5;2.5;3.5;8.8;0.6
Daniel Hinkov;Porsche BBA Ludwigsburg;A;Wing;2007;9;12.2;5.4;2.2;1.2;0.7;0.0;0.7;1.6;6.2;27.5;3.9
Dominik Weitz;Team Bonn/Rhöndorf;B;Forward;2006;10;15.7;5.4;3.0;0.2;0.6;0.2;0.9;1.4;4.9;17.2;3.2
Joshua William Greene;FC Bayern München;A;Combo;2006;8;12.1;5.4;0.8;0.5;0.8;0.0;1.6;1.5;3.5;17.3;1.9
Jug Bogdan;Bayer Giants Leverkusen;A;Forward;2007;8;14.6;5.4;3.6;0.6;0.5;0.1;1.0;1.4;6.1;22.2;4.9
Kurt Donath;Dresden Titans;B;Forward;2005;6;21.6;5.3;4.0;1.5;0.3;0.8;2.3;0.3;3.8;8.6;3.0
Vadim Maisels;TG Hanau;B;Combo;2005;9;19.5;5.3;3.4;1.6;1.9;0.0;1.3;4.0;6.7;16.7;2.0
Tom Wübben;Baskets Paderborn;A;Forward;2005;3;8.8;5.3;1.0;0.7;0.7;0.0;0.3;0.3;6.3;41.6;5.0
Andrej Milutinovic;Berlin Braves Baskets;B;Forward;2006;10;15.4;5.3;3.0;1.1;1.2;0.2;1.3;2.1;5.7;17.8;2.8
Yannick Mogalle;Bamberg freakcity academy;A;Forward;2006;11;16.7;5.3;3.0;0.9;0.7;0.6;1.2;1.8;6.1;18.6;3.1
Sulaiman Al Horda;Team Bonn/Rhöndorf;B;Forward;2005;4;14.9;5.3;1.8;0.3;0.0;0.3;0.8;1.8;6.5;21.6;5.2
Darijo Kopilovic;Berlin Braves Baskets;B;Wing;2007;12;11.4;5.3;2.4;0.8;1.0;0.1;0.7;1.2;5.7;26.6;4.2
Alexander Vourliotis;Eisbären Bremerhaven;A;Forward;2006;8;21.2;5.3;3.9;1.3;1.3;0.4;3.0;2.8;5.0;8.2;1.6
Kayaan Yeboah;Orange Academy;B;Wing;2008;5;16.8;5.2;2.0;0.8;0.8;0.8;1.4;1.6;3.0;10.4;0.9
Jonas Pohle;Bayer Giants Leverkusen;A;Wing;2007;12;14.3;5.2;1.5;0.3;0.7;0.1;2.1;1.8;2.8;9.8;1.0
Sebastian Burek;Würzburg Baskets Akademie;B;Combo;2006;7;20.9;5.1;3.4;1.3;1.4;0.0;0.9;2.0;5.7;15.4;2.9
Norwin Gumbinger;KICKZ IBAM;A;Forward;2006;7;11.2;5.1;2.4;0.4;0.3;0.1;0.6;0.6;5.6;29.2;4.7
Eliah Linus Braun;Orange Academy;B;Big;2007;7;17.0;5.1;6.4;0.7;0.4;1.0;0.9;1.9;11.1;27.4;9.5
Enes Redzepovic;Sartorius Juniors;B;Wing;2005;7;13.5;5.1;2.7;0.7;0.3;0.0;0.4;1.0;4.1;16.5;2.5
David Jovanovic;TS Jahn München;B;Forward;2007;10;19.5;5.1;3.5;0.7;1.6;0.5;0.5;2.6;7.2;18.6;4.5
Noah Palumbo;Bayer Giants Leverkusen;A;Point;2006;9;12.9;5.0;1.3;1.1;0.8;0.1;2.1;1.0;2.1;10.0;1.0
Luis Klöpzig;Dresden Titans;B;Forward;2005;10;19.5;5.0;6.3;1.0;0.7;0.5;2.3;2.4;5.9;12.2;2.4
Nils Hensel;Team Südhessen;B;Wing;2006;3;15.9;5.0;1.7;0.7;0.7;0.0;2.3;0.7;-0.7;1.7;-2.4
Simon Maximilian Kley;Team Bonn/Rhöndorf;B;Forward;2006;10;17.0;5.0;4.7;0.9;0.6;0.5;1.4;2.7;6.8;16.8;3.1
Marijan Krstonic;Sartorius Juniors;B;Big;2005;10;11.1;5.0;3.6;0.1;0.2;0.0;1.2;2.2;6.3;23.6;3.0
Stephan Jones;USC Heidelberg;B;Big;2006;9;13.6;5.0;6.4;0.4;1.3;0.7;1.1;2.3;10.8;32.1;6.9
Jan Dübener;Bayer Giants Leverkusen;A;Point;2007;2;12.4;5.0;4.0;3.0;0.5;0.0;1.0;0.0;9.5;31.5;9.4
#7Bonn;Team Bonn/Rhöndorf;B;Combo;1900;1;13.5;5.0;0.0;3.0;4.0;0.0;2.0;3.0;9.0;36.7;5.5
Jacques Achard;Medipolis SC Jena;A;Point;2005;1;5.2;5.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;34.3;1.7
Karl Haring;Medipolis SC Jena;A;Point;2007;4;8.2;5.0;0.5;1.8;0.3;0.0;0.5;0.3;4.8;35.4;3.8
#12Düsseldorf;ART Giants Düsseldorf;B;Combo;1900;1;10.3;5.0;0.0;2.0;2.0;0.0;0.0;2.0;8.0;43.9;5.5
Jaden Brown;Würzburg Baskets Akademie;B;Combo;2007;9;19.4;5.0;1.6;1.2;0.8;0.6;2.9;2.9;2.9;5.2;-0.4
Edwin Krzeminski;Niners Chemnitz Academy;A;Combo;2005;12;18.7;5.0;2.6;2.1;0.8;0.1;1.8;2.3;5.5;14.9;2.7
Dante Aruna;USC Heidelberg;B;Forward;2006;1;4.7;5.0;2.0;0.0;0.0;0.0;0.0;2.0;3.0;50.5;0.0
Leon Kasche;Würzburg Baskets Akademie;B;Forward;2006;10;12.3;4.9;2.7;0.5;0.3;0.0;0.9;0.7;5.7;23.4;4.0
Arshia Daniel Azami;RheinStars Köln;B;Forward;2006;7;21.8;4.9;6.1;1.6;1.0;0.3;1.7;3.0;6.6;13.3;2.4
Niklas Müller;Tornados Franken;B;Combo;2006;13;14.9;4.8;1.5;0.9;0.4;0.1;0.8;0.8;3.1;13.7;1.8
Luca May;Medipolis SC Jena;A;Wing;2006;12;20.0;4.8;2.3;0.9;0.7;0.2;1.4;2.2;4.7;10.2;2.0
Dominic Mack;Porsche BBA Ludwigsburg;A;Wing;2007;6;9.5;4.8;2.2;0.5;0.7;0.0;0.5;1.3;5.3;31.3;3.5
Giuliano Aufiero;FC Bayern München;A;Wing;2007;11;15.9;4.8;1.9;0.4;0.7;0.1;0.8;2.1;4.5;14.2;2.3
Ben Denkena;Baskets Juniors Oldenburg;A;Combo;2005;5;16.4;4.8;1.0;0.2;0.8;0.0;0.6;2.0;3.6;12.5;1.9
Wilko Dickgiesser;HAKRO Merlins Crailsheim;B;Forward;2005;9;26.3;4.8;5.1;1.6;1.1;0.8;3.1;2.8;6.1;7.3;3.2
Korbinian Pfisterer;TS Jahn München;B;Forward;2006;4;16.0;4.8;4.3;0.5;1.3;0.3;0.5;1.0;7.3;23.0;5.8
Jayden Estrus Jr. Fatnassi;Hamburg Towers;A;Wing;2007;11;15.2;4.7;2.9;0.5;0.7;0.1;0.8;1.1;6.0;21.5;4.8
Jayson Roth;Sartorius Juniors;B;Forward;2005;10;15.6;4.7;4.1;1.1;0.5;0.4;1.3;1.3;7.4;21.1;4.8
Nikita Boshenko;Orange Academy;B;Wing;2007;9;19.0;4.7;2.0;0.4;0.6;0.0;1.1;1.7;2.1;6.3;0.3
Bruno Loll;Rostock Seawolves;B;Big;2007;8;21.3;4.6;7.0;1.0;0.8;0.9;1.8;1.3;7.8;13.5;4.9
Luca Flemming;Team Bonn/Rhöndorf;B;Wing;2005;7;17.1;4.6;2.6;0.7;0.6;0.0;1.3;2.3;4.7;12.7;2.5
Bar Amiel;Bamberg freakcity academy;A;Combo;2007;9;13.0;4.6;0.6;0.2;0.3;0.0;1.7;0.9;1.0;6.3;0.1
Max Adamczyk;ART Giants Düsseldorf;B;Combo;2006;6;11.2;4.5;1.3;1.0;0.3;0.0;1.3;1.0;4.0;19.6;3.4
Oliver Gradel;SG Junior Löwen Braunschweig;B;Combo;2006;8;29.6;4.5;3.0;2.0;0.9;0.3;2.4;2.5;3.5;4.7;0.8
Finley Prüver;Eintracht Frankfurt;B;Wing;2006;12;14.0;4.5;2.2;0.6;0.8;0.0;0.8;1.5;5.3;20.7;3.8
Elias Nold;Baskets Juniors Oldenburg;A;Point;2005;4;12.4;4.5;1.3;2.0;1.0;0.0;0.5;1.0;5.5;26.7;5.3
